"1","44.5468","47.5893","34","16"
"16","34.6178","36.9822","33","13"
"74","1.4888","0.0000","6","0"
"79","1.7441","0.0000","2","0"
"90","5.4861","5.8608","18","2"
"95","8.9560","9.5677","10","3"
"106","0.0000","0.0000","0","0"
"133","0.9013","0.0000","5","0"
"153","0.6444","0.0000","2","0"
"166","0.2271","0.0000","8","0"
"187","0.0000","0.0000","0","0"
"188","0.0000","0.0000","0","0"
"189","1.2410","0.0000","3","0"
"195","0.1464","0.0000","6","0"
"199","0.0000","0.0000","0","0"
"999","0.0000","0.0000","0","0"
