"00","000","01","000","0000","1","達摩．阿雄","999","1","0530107","52","臺灣省","高中","N"," "," "
"00","000","01","000","0000","2","達佶祐‧卡造 Takiyo‧Kacaw","258","1","0580207","46","臺灣省","碩士","N"," "," "
"00","000","01","000","0000","3","林昊宜","90","2","0710322","33","臺灣省","大學","N"," "," "
"00","000","01","000","0000","4","鄭天財 Sra．Kacaw","1","1","0451216","59","臺灣省","大學","Y","*"," "
"00","000","01","000","0000","5","馬躍‧比吼 Mayaw‧Biho","999","1","0580608","46","臺灣省","大學","N"," "," "
"00","000","01","000","0000","6","柯荏耀","999","1","0671219","37","臺灣省","高中","N"," "," "
"00","000","01","000","0000","7","林光義","234","1","0501218","54","臺灣省","碩士","N"," "," "
"00","000","01","000","0000","8","吳國譽 Rahic Amind","268","1","0700914","34","臺北市","碩士","N"," "," "
"00","000","01","000","0000","9","林金瑛","189","2","0331212","71","臺灣省","高中","N"," "," "
"00","000","01","000","0000","10","林琮翰","1","1","0580719","46","臺灣省","碩士","N"," "," "
"00","000","01","000","0000","11","陳瑩","16","2","0611115","43","臺灣省","碩士","N","*"," "
"00","000","01","000","0000","12","嘎礌‧武拜‧哈雅萬 Galahe‧Wubai‧Hayawan","999","1","0630508","41","桃園市","其他","N"," "," "
"00","000","01","000","0000","13","廖國棟 Sufin．Siluko","1","1","0440108","61","臺灣省","大學","Y","*"," "
